"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"TMTC3",3686.69986741071,-1.36442088745146,0.145724611418791,-9.36300926910906,7.74973754221132e-21,6.17138601834285e-19
"MYRIP",98.6230650967657,1.91415362523403,0.204610613967334,9.35510425446271,8.35173103669015e-21,6.62081596913108e-19
"COL10A1",969.582630512101,-2.8995523695189,0.310024283222312,-9.35266211853376,8.54689202480713e-21,6.74514586298568e-19
"HAS3",1155.15274342956,-2.91160523227505,0.311467254825312,-9.34802996837675,8.92953732857765e-21,7.01566640382313e-19
"LRRC8B",1691.56409721334,-1.05856367339824,0.113319456522863,-9.34141149172092,9.50582998794709e-21,7.43524897590582e-19
"NUP155",2224.25843237695,-0.827924674919707,0.0886876236947617,-9.3352898682819,1.00715282424292e-20,7.84286838665978e-19
"KBTBD8",702.425145750408,2.08938707243768,0.224126611748462,9.32235157680698,1.13789845359478e-20,8.82197131489628e-19
"PRC1",1901.04781230035,-1.12603374763569,0.120905822340587,-9.31331284000286,1.23906048831855e-20,9.56413400610448e-19
"SHOX2",125.507268620532,-2.30816129490443,0.247949938523711,-9.30898111387798,1.29064464578578e-20,9.91880136296242e-19
"TNFRSF10B",1778.67485872921,-1.19042484803679,0.127951956514539,-9.30368616834338,1.35659091343354e-20,1.03802797763117e-18
"CLDN14",30.1305960817345,-3.74549544311345,0.402657943960998,-9.30192859544389,1.37920883876264e-20,1.04961013287376e-18
"LAPTM4B",2003.9313779923,-1.6078502195417,0.172857634130749,-9.30158640448318,1.38365561012962e-20,1.04961013287376e-18
"SCPEP1",3022.65996070826,-1.28691535412053,0.13838834040619,-9.29930477049759,1.41366999721883e-20,1.06777589189074e-18
"RAD51AP1",535.188911117672,-1.48377471486822,0.159643439933184,-9.29430432900484,1.48171969584572e-20,1.11439251825593e-18
"GMPS",1799.63276281284,-1.10036932569452,0.118434500346809,-9.29095257270757,1.52913585938974e-20,1.14516008465532e-18
"DOCK7",1644.12547341085,-0.955107237611689,0.102920249723593,-9.28007112474725,1.69365469788402e-20,1.26299275542631e-18
"MMP3",174.024968984418,-4.64756184044392,0.500957641346587,-9.2773549235643,1.73737940198278e-20,1.2901324934808e-18
"CDKN2C",788.074115124022,-1.57531172967999,0.169927401501212,-9.2704985526937,1.85277851959082e-20,1.37004408261676e-18
"GRAP",337.963182774469,2.24185235829915,0.241870103713651,9.26882787032362,1.88202690886239e-20,1.38584901962633e-18
"PTHLH",506.774689325718,-3.9411145664887,0.425277325684621,-9.26716363291696,1.91161626429695e-20,1.40177227647342e-18
"NLRP4",56.6304340208405,3.70528820007486,0.400094323478832,9.26103666719706,2.02456872452791e-20,1.47843921091148e-18
"CA2",537.095891601488,-2.90965022574293,0.314481763045829,-9.25220654311493,2.19905270094546e-20,1.59922018528674e-18
"NEK2",512.860931719565,-1.37915118485978,0.149076193238283,-9.25131742970753,2.21742479494366e-20,1.60594481342443e-18
"MCM8",971.094765683923,-1.1541694520249,0.124800215508381,-9.24813669049633,2.28440080087039e-20,1.64367046433143e-18
"TFEB",448.747551213891,1.25639123415169,0.135856051153664,9.24795931784154,2.28819400966646e-20,1.64367046433143e-18
"LRRC42",443.264443214637,-0.77983541055782,0.0843295846341879,-9.2474712633847,2.29866348602912e-20,1.64447880856205e-18
"PTPN6",1915.16157724685,1.63703753839639,0.177118929359931,9.24258939635808,2.4060279467147e-20,1.7143192645438e-18
"PBXIP1",2273.96100858422,1.04589452464458,0.113172449937767,9.24160009984512,2.42838171928336e-20,1.72326975313177e-18
"IER5L",376.054067046646,-1.90887701885187,0.20658337343728,-9.24022580854708,2.45977579531672e-20,1.73853792055337e-18
"STX7",2473.59940343921,1.05353113230546,0.114204068741982,9.22498772513677,2.83593381503036e-20,1.99638396842877e-18
"STAT5B",1715.94501244811,0.996889470318554,0.108094765215434,9.22236584104462,2.90615998744138e-20,2.03766970593549e-18
"MTBP",460.89151389093,-1.26529516447083,0.137317722586257,-9.21436170539477,3.13135746755155e-20,2.18685555839046e-18
"ATP2C1",3930.18300494948,-1.23103952301607,0.133616474322221,-9.21323159633273,3.16451283949287e-20,2.20127515661008e-18
"EPB41",2657.02431037062,0.981904143778089,0.106635645169366,9.20802928719155,3.32167074530492e-20,2.29247386065181e-18
"HSD17B6",40.5903845420069,-2.28175759220137,0.247792370185726,-9.20834483519868,3.31192225988533e-20,2.29247386065181e-18
"SIX1",180.136546851428,-2.57652094740454,0.280138734094657,-9.19730345655787,3.67044761242311e-20,2.52328935668102e-18
"CTHRC1",675.058814802427,-2.62569531197471,0.28557120656635,-9.19453800523359,3.76609438375227e-20,2.57896867936405e-18
"GAD1",81.0076607921022,-3.40695397476318,0.370918769015471,-9.18517545986216,4.10856953504273e-20,2.80258586229523e-18
"COL6A3",15470.647441511,-2.35155419927481,0.256056196227356,-9.18374260776268,4.16363048203995e-20,2.82917887464946e-18
"LAMA1",107.798179712096,-3.86815821692003,0.421772081973797,-9.17120497596222,4.67760701697638e-20,3.15406919125545e-18
"SOX4",2459.25085772713,-1.92611707888646,0.210009225667448,-9.17158316623903,4.6612227987764e-20,3.15406919125545e-18
"SLC2A1",6925.08855082573,-2.37998885811062,0.259581308313887,-9.16856792798318,4.79344423495917e-20,3.21984065233001e-18
"HLTF",2838.18444948253,-1.46468092564114,0.159861606835589,-9.16218068011483,5.08589958767628e-20,3.40329835906901e-18
"CD72",381.085171114983,2.64215149129556,0.288444431968465,9.16000171424498,5.18964929554179e-20,3.45956961940303e-18
"FNDC3B",4215.42381357582,-1.26783440125117,0.13849430253603,-9.15441558270117,5.46528225747151e-20,3.61592114470831e-18
"LIMD2",1388.78952344888,2.01072926664963,0.219636996760344,9.15478401320351,5.44666555678862e-20,3.61592114470831e-18
"DENND2D",1486.93042353147,1.17183267180969,0.128124027656765,9.14608050684251,5.90366963549857e-20,3.89133640131608e-18
"KIAA0895",183.297458823944,-1.86239821134532,0.203794988240728,-9.13858690747295,6.32736730338491e-20,4.15504989448773e-18
"RIN2",2015.62724202303,-1.36776922637498,0.149683251437913,-9.13775731911006,6.37608256872005e-20,4.17147498613026e-18
"THAP10",68.4104583347567,-1.28817710355523,0.141403599412373,-9.10993149331754,8.24340071097903e-20,5.37317070787111e-18
"LPIN1",1895.81405476665,1.33832276947739,0.147001849120383,9.10412200584906,8.69669881388038e-20,5.64771964669671e-18
"ADAM12",1103.58274455045,-2.7248854202926,0.299409608842721,-9.10086162840545,8.96179986830739e-20,5.79848220155668e-18
"IQCH",82.0451941099525,-1.75984504498176,0.193581758851455,-9.09096526151605,9.81636355962628e-20,6.30504314911908e-18
"SP9",13.4195493361853,-4.88376246605591,0.537197748299585,-9.09118193721901,9.79681801092253e-20,6.30504314911908e-18
"CENPJ",894.206399341059,-1.28838329697773,0.141806525809028,-9.08550075271429,1.03222421335327e-19,6.60585961120152e-18
"MYO1B",3353.8508669377,-1.76387263673368,0.194234786164165,-9.08113665717361,1.07446818692455e-19,6.85129189191494e-18
"KIF14",930.97035909599,-1.41332275053656,0.15571833184685,-9.07614879875915,1.12484543100514e-19,7.14662626002146e-18
"INTS7",945.954801417453,-0.925600899329872,0.102011547164993,-9.07349143360022,1.15263065505175e-19,7.29681543102723e-18
"HMGB3",753.362157430511,-1.20400757221467,0.132817236807651,-9.06514546721333,1.24438097725183e-19,7.82137886380537e-18
"RASGRP3",993.478792762202,1.69075264725792,0.186509725691347,9.06522510282345,1.24347229573519e-19,7.82137886380537e-18
"C18orf54",424.77012521508,-1.51894587335066,0.167705889599096,-9.05720053709344,1.33841386903931e-19,8.38247177267715e-18
"AGRN",2237.35068486631,-1.98279395749177,0.219059054365497,-9.05141293170883,1.41130171058368e-19,8.80762368956106e-18
"PGAP1",1710.15577645758,-1.50368851327408,0.166466375053402,-9.0329864682384,1.67049338491896e-19,1.0388343844943e-17
"QSER1",4307.71649042151,-1.13618102823825,0.125823959746375,-9.02992586251822,1.71788140568665e-19,1.06454207248871e-17
"RFC4",965.015291021137,-1.62550527065681,0.180127815127907,-9.02417691294677,1.81051251396225e-19,1.11800735906041e-17
"CCR6",772.817710006765,2.01892251301982,0.223801946977998,9.02102300842945,1.86340942417723e-19,1.1466483376257e-17
"CST1",73.5767441737027,-5.86096393378807,0.650403104102258,-9.01127915414529,2.03666877600995e-19,1.24889664770032e-17
"PTPDC1",427.648539337316,-1.10582730675063,0.12278646706545,-9.00610086094566,2.13512801523691e-19,1.30472631736647e-17
"IFI6",1539.64307020166,-2.47459659300075,0.274843518428671,-9.00365636107579,2.18322726140971e-19,1.32950230358303e-17
"GABRQ",81.1885670000925,-4.23241508810709,0.470210252671919,-9.00111187294798,2.23443120811782e-19,1.3559915459195e-17
"EML6",438.332524782136,2.03102683075052,0.225671350385174,8.99993210163356,2.2585731981845e-19,1.3659322926065e-17
"STEAP3",742.548420471222,-1.56692040025798,0.174250907992082,-8.99232272769097,2.42059727022242e-19,1.45890723830974e-17
"KNTC1",3522.29137061303,-1.11093108306496,0.123575822623188,-8.9898740666486,2.47513875107159e-19,1.48668828942351e-17
"ZNF486",123.81169028932,1.81809955596698,0.202373897422327,8.98386392279064,2.61421008320707e-19,1.56488038280141e-17
"FANCL",580.351525073185,-1.24289755684359,0.138362653546075,-8.9828976605288,2.63727801229746e-19,1.57333748265841e-17
"PLEK2",404.506113281129,-1.78343209972503,0.198614992476618,-8.97934278518768,2.72388903817295e-19,1.61951767509479e-17
"MDM2",6668.3922226816,-1.03389674555156,0.115364353760222,-8.96201219746309,3.18806581369012e-19,1.88911684360715e-17
"UCN2",70.7689980498863,-2.83597865516373,0.316809550872762,-8.95168295069084,3.50103280269787e-19,2.06760658706979e-17
"LRMP",1810.2145167821,2.61849229949249,0.292645273641807,8.94766645948802,3.63076192517812e-19,2.13704946893678e-17
"ITGA6",11356.7760676197,-1.83671576791193,0.20539554667121,-8.94233491270423,3.81032773279559e-19,2.23526525898232e-17
"ADAM23",371.961163102914,-3.0182899173107,0.338337533771218,-8.92094318850139,4.62333737668226e-19,2.70319317249937e-17
"IGSF3",3401.47988679224,-1.59083751848808,0.17842376716776,-8.91606283030848,4.83159460904424e-19,2.81560375909171e-17
"HAP1",170.830085894761,-3.53549806313465,0.396622944250753,-8.9140028694342,4.9222550330396e-19,2.85896918569188e-17
"DOCK5",832.644611756924,-1.41943305853626,0.159294149306809,-8.91076706026632,5.06806960739383e-19,2.93397884935934e-17
"SLC16A1",2735.501670988,-2.01603596497746,0.226417285555502,-8.90407267285812,5.38341762037864e-19,3.10632021970635e-17
"STK17B",7988.05694245016,1.53150889714172,0.172019795699371,8.90309682624111,5.43097647383276e-19,3.12352140401905e-17
"CORO1A",2836.71747665495,2.11345148939743,0.237537989031297,8.89731995297377,5.72113924882913e-19,3.27968500456494e-17
"LRP12",615.371975938585,-1.81355517828753,0.204017476693491,-8.88921482453267,6.15422412695665e-19,3.51649968864643e-17
"ZNF439",159.747949690067,1.79119548426185,0.201636467136714,8.88329134951261,6.49106670897828e-19,3.69696708774462e-17
"KLRB1",285.808364550143,2.38777580763225,0.268848353035927,8.88149687609642,6.59665895024104e-19,3.74498712468684e-17
"TEAD2",436.558835188999,-1.47993525039985,0.166760311185509,-8.87462514239094,7.01693481380235e-19,3.97077285492307e-17
"DCBLD1",408.23752819927,-1.13683480931623,0.1281714810916,-8.86963932720545,7.33831912201381e-19,4.1393294303949e-17
"RHOC",1717.76450823825,-1.46590886131721,0.165289148269699,-8.86875440198476,7.39686140638341e-19,4.15902121057322e-17
"EFNB1",1159.64939135891,-1.61258403238552,0.181865102349662,-8.86692395380558,7.51942269915806e-19,4.21104704937963e-17
"KIF24",470.808610881977,-1.3265542038221,0.149611484989099,-8.86666022945199,7.53724541482234e-19,4.21104704937963e-17
"HOXA10",59.0283708327922,-2.72094629491561,0.306963434375113,-8.86407301395571,7.71431921332783e-19,4.29633872896698e-17
"FMNL2",1595.93722924411,-1.15493682801272,0.130372433415396,-8.85875025691072,8.09164171119063e-19,4.49226506231053e-17
"CDH3",2993.67008485838,-2.0491550939149,0.231485312537348,-8.8522035003162,8.58080582548932e-19,4.74885540008763e-17
"ABL2",1750.73614935332,-1.117892824857,0.12631167684033,-8.85027301371452,8.73054578397783e-19,4.81657916151178e-17
"BNC1",1392.19798506099,-2.9595768577838,0.334476484708712,-8.84838544138977,8.87945167786211e-19,4.88342093995923e-17
"TANC2",1441.30669033465,-1.52977755434561,0.173085068945612,-8.83829878374029,9.71870814581441e-19,5.32833472455414e-17
"AUTS2",517.713103346499,-1.42646666896025,0.161408980167438,-8.8375917342424,9.78039274030204e-19,5.34550098871353e-17
"MTUS1",2818.94640499684,-1.17696295947718,0.133248010474073,-8.83287454191439,1.02019427158186e-18,5.55863745683256e-17
"TP63",8761.87047629366,-2.18316584368459,0.247368399137304,-8.82556483082871,1.0890873184732e-18,5.91569374006476e-17
"ABCA17P",109.375157820935,-2.91740415745372,0.330759023234259,-8.82033127600416,1.14121585828608e-18,6.17977165845438e-17
"SPIN1",2645.13662086556,-0.747907569557601,0.0848833434496423,-8.81100507075694,1.24028756168563e-18,6.69565055156607e-17
"CENPI",300.908687932024,-1.36443514781841,0.154946842644296,-8.80582736978176,1.29890831853856e-18,6.99066895962083e-17
"ERI2",694.392351668393,-1.11379330602695,0.126491973715565,-8.80524884947619,1.3056257714787e-18,7.00539876593098e-17
"CORO2A",1453.22997369182,-1.29572781144287,0.147208426533558,-8.80199484468707,1.34405359395945e-18,7.1896654103624e-17
"TRIP13",381.761941998734,-1.28789779332367,0.146357717309917,-8.7996575581765,1.37234271897098e-18,7.31874530641522e-17
"CRIP3",11.6912006620263,2.73589294360263,0.311022633287086,8.79644325137361,1.41220934252709e-18,7.48598560817295e-17
"SYCE2",25.842177200092,-2.3882543029582,0.271500810527948,-8.79649050886483,1.41161501133424e-18,7.48598560817295e-17
"COL1A2",24992.5177688481,-2.71565040819402,0.308975778105404,-8.78920161588718,1.50626540059574e-18,7.9605900255509e-17
"PLOD1",1220.53469231274,-1.34742106698093,0.153364518930416,-8.78574181549952,1.5533600623057e-18,8.18490531033472e-17
"KRT18",2091.99816481336,-1.55527931056293,0.177055191377265,-8.78414972452838,1.57551721807519e-18,8.27687388683737e-17
"SMC4",6738.1457982983,-1.12496781116535,0.128140374541596,-8.7791831043866,1.646662613318e-18,8.62488551541178e-17
"KBTBD11",190.720358164281,1.72509228775494,0.196682290690776,8.77095889872021,1.77151107278031e-18,9.25128289906843e-17
"SAP30",259.054222665714,-1.19965532168853,0.136814767711563,-8.7684636808921,1.81120578523362e-18,9.43059485630962e-17
"SASS6",585.135137826659,-0.908975871278121,0.103670131594835,-8.7679629348846,1.81927698814008e-18,9.44467720185169e-17
"WDR66",131.967347164497,-2.15277256704492,0.245695287228845,-8.76196117282373,1.91882373208886e-18,9.93217025324464e-17
"SEZ6L2",149.37318432389,-2.68213387993912,0.306130731215175,-8.76140029879551,1.92839683809101e-18,9.95245042626503e-17
"LAT2",552.776780098476,1.89463000478406,0.216278481318912,8.76014106086843,1.95006189305161e-18,1.0034836039712e-16
"ATF3",1466.4502606459,-2.97368743147421,0.339483163768406,-8.75945480908399,1.96196978287334e-18,1.00645775995841e-16
"FAM111B",1740.9998378938,-1.40107717931252,0.159955835343614,-8.75915015105738,1.96727921714695e-18,1.00645775995841e-16
"PLCG2",1873.13984475931,1.89331657339937,0.216350100237666,8.75117030830821,2.1115142901542e-18,1.07707815505788e-16
"SWAP70",3345.62506947254,1.00483390788714,0.114827035112864,8.75084780251864,2.11755805244632e-18,1.07707815505788e-16
"F11R",7135.41292308599,-1.13398005895085,0.12967390442295,-8.74485937627208,2.23293569608603e-18,1.13249093128006e-16
"ABCC5",3606.71025254136,-1.97635058904286,0.226081466805698,-8.74176294486535,2.29500649957262e-18,1.16062699384996e-16
"HOMER1",411.229839047074,-1.19361945625523,0.136569868663434,-8.7399912435796,2.33128496253073e-18,1.17559553167846e-16
"LMLN",298.004257368056,-1.2349056750146,0.141377263417018,-8.73482514208824,2.44033332526918e-18,1.22706931975464e-16
"YES1",3125.8032912126,-1.20844112181253,0.138376142838281,-8.73301637858793,2.47969167415645e-18,1.24330751491394e-16
"ZNF473",506.295390909094,-0.893961248832859,0.10238554956576,-8.73132246322205,2.51711898049827e-18,1.25848798118719e-16
"TMEM51",330.649932752639,-1.07488107656657,0.12321131487588,-8.7238828483356,2.6882122250506e-18,1.34022229316333e-16
"CRLF3",1244.57092047171,0.885804907805509,0.101573094675766,8.720861667483,2.76092577420521e-18,1.37258566949823e-16
"PTPRZ1",1823.21800301532,-2.71827875746208,0.312260817834392,-8.70515480076569,3.17141596522773e-18,1.57221829780402e-16
"SMPD3",192.152074603259,1.90010384624881,0.218293603353919,8.70434963304067,3.19400991345769e-18,1.57897136143095e-16
"IFITM3",2224.4528834602,-1.27868945029334,0.147056053422399,-8.69525205208978,3.46060715690791e-18,1.70597269900343e-16
"ITPKA",24.226745825468,-2.89765670705053,0.33331689850703,-8.69339874464666,3.51755158120823e-18,1.72920084574535e-16
"CHMP7",1433.53734716931,0.981595910392951,0.112922433351581,8.69265637711485,3.54062005960029e-18,1.7356928253177e-16
"FAM107B",2895.39596015955,1.30817265262805,0.150544480397652,8.68960887289001,3.63689412578549e-18,1.77793610332497e-16
"CBS",388.347924105492,-2.61027188849618,0.30052175092154,-8.68580021410056,3.76085392596815e-18,1.83344233360425e-16
"DCLRE1B",377.654601709586,-0.921433345762612,0.106111297937529,-8.68364974957791,3.83267762794033e-18,1.86329540260005e-16
"PHLDB2",2004.11589530574,-2.14665464119821,0.247539157782096,-8.67198006340424,4.24670027782934e-18,2.05323291729447e-16
"SLC25A42",188.943537751323,1.15999180364067,0.133759212878747,8.67223855968859,4.23706793372465e-18,2.05323291729447e-16
"CENPK",425.59433150715,-1.405547585815,0.162248845458099,-8.66291271193042,4.59860519121194e-18,2.21728363726408e-16
"RNASEH2A",546.161027885311,-1.19678579749296,0.138219504054464,-8.65858842194496,4.7764205593491e-18,2.29672747060068e-16
"HOXB13",87.8586305855883,-4.73568193551893,0.547021109760211,-8.65721971423522,4.83410351219468e-18,2.31367579900359e-16
"RDH10",1402.5736145584,-1.74378276559571,0.201427379953947,-8.65712876767,4.83796064568056e-18,2.31367579900359e-16
"PLEKHA2",2802.84075727471,1.16480445029713,0.134616729341008,8.6527466236865,5.0274559599104e-18,2.39778312841363e-16
"MASTL",914.68543863815,-0.892852899064273,0.103234528420879,-8.64878168885692,5.2052130329806e-18,2.47487955130035e-16
"TFRC",11247.3221819204,-1.98040575208702,0.228987861269095,-8.64851848963188,5.2172300331407e-18,2.47487955130035e-16
